url,title,date,category,tags,summary
https://prtimes.jp/main/html/rd/p/000000107.000087046.html,農業メタバースで「収穫コンテスト」を開催,2025-02-28,イベント,農業;メタバース;コンテスト;ゲーム,Robloxプラットフォーム上の農業ゲーム「未来の農業シミュレーター」で収穫コンテストを開催。上位者には実際の農産物を贈呈。
https://prtimes.jp/main/html/rd/p/000000105.000087046.html,【AIが奏でる未来の農業】「音楽生成AIコンテスト2024」結果発表,2024-11-15,イベント,農業;AI;音楽;コンテスト,農業の未来をテーマにした音楽生成AIコンテスト2024の結果を発表。業界初の試み。
https://prtimes.jp/main/html/rd/p/000000104.000087046.html,メタバースで「お米収穫祭」を開催し、上位3名に新米を贈呈,2024-10-31,イベント,農業;メタバース;お米;イベント,農業メタバース内でお米収穫祭を開催。上位3名には実際の新米を贈呈する企画。
https://prtimes.jp/main/html/rd/p/000000102.000087046.html,【無料セミナー】「農業×生成AI」第3弾セミナーを11月7日（木）に開催,2024-10-25,セミナー,農業;AI;セミナー;無料,農業における生成AIの実践活用をテーマにした第3弾セミナーを11月7日に無料開催。
https://prtimes.jp/main/html/rd/p/000000101.000087046.html,【累計申し込み数1,000件突破記念】生成AIセミナーアーカイブ動画プレゼントキャンペーンを実施,2024-10-20,キャンペーン,農業;AI;セミナー;プレゼント,生成AIセミナーの累計申し込み数が1,000件を突破したことを記念し、アーカイブ動画をプレゼント。
https://prtimes.jp/main/html/rd/p/000000100.000087046.html,【3日間限定】『AIと共創する新時代の農業戦略』改訂版、無料キャンペーン実施,2024-10-22,キャンペーン,農業;AI;書籍;無料,Metagriシリーズが累計読者数3,000名を突破。『AIと共創する新時代の農業戦略』改訂版を3日間限定で無料配布。
https://prtimes.jp/main/html/rd/p/000000099.000087046.html,最新AIサービスを網羅した『AIと共創する新時代の農業戦略』改訂版販売開始,2024-10-19,出版,農業;AI;書籍;ChatGPT,最新のChatGPTモデル「OpenAI o1」や新生成AIサービスを網羅した農業AI戦略本の改訂版を販売開始。
https://prtimes.jp/main/html/rd/p/000000098.000087046.html,【業界初】音楽生成AIコンテストで農業の未来を奏でよう,2024-10-05,イベント,農業;AI;音楽;コンテスト,業界初となる音楽生成AIを活用した農業の未来をテーマにしたコンテストを開催。
https://prtimes.jp/main/html/rd/p/000000096.000087046.html,メタバースで「お米収穫祭」を開催,2024-10-10,イベント,農業;メタバース;お米;祭り,農業メタバース内でお米収穫祭を開催。バーチャル空間で農業体験を提供。
https://prtimes.jp/main/html/rd/p/000000093.000087046.html,【無料セミナー】「農業における生成AIの実践活用」を10月20日（日）に開催,2024-10-08,セミナー,農業;AI;実践;無料,農業現場における生成AIの具体的な活用方法を学ぶ無料セミナーを10月20日に開催。
https://prtimes.jp/main/html/rd/p/000000091.000087046.html,Metagri研究所、コミュニティ参加者1,000人突破記念！,2024-10-01,マイルストーン,農業;Web3;コミュニティ;1000人,農業×Web3のコミュニティ「Metagri研究所」の参加者が1,000人を突破。記念イベントを開催。
https://prtimes.jp/main/html/rd/p/000000083.000087046.html,Web3が切り拓く農業革命、Metagri研究所が日本Web3.0推進協議会主催セミナーに登壇,2024-06-15,セミナー,農業;Web3;革命;登壇,日本Web3.0推進協議会主催のセミナーにMetagri研究所が登壇し、Web3による農業革命について講演。
https://prtimes.jp/main/html/rd/p/000000074.000087046.html,【3日間限定】農業とメタバースの融合が切り拓く新時代！,2024-05-10,キャンペーン,農業;メタバース;書籍;無料,農業とメタバースの融合をテーマにした書籍を3日間限定で無料配布。新時代の農業を提案。
https://prtimes.jp/main/html/rd/p/000000071.000087046.html,「世界牛乳の日」に向けた乳牛AIアートコンテストを開催,2024-05-01,イベント,農業;AI;アート;牛乳の日,世界牛乳の日に向けて、AIアートを活用した乳牛デザインコンテストを開催。
https://prtimes.jp/main/html/rd/p/000000068.000087046.html,新時代の農業戦略『農業メタバース革命』の予約受付がスタート！,2023-12-15,出版,農業;メタバース;書籍;予約,デジタル農業、メタバース、AIを活用した新時代の農業モデルを解説する書籍『農業メタバース革命』の予約受付開始。
https://prtimes.jp/main/html/rd/p/000000062.000087046.html,web3コミュニティの活動を革新！ 貢献の可視化につながるソーシャルトークン自動配布システム導入！,2023-11-20,サービス,農業;Web3;トークン;自動化,web3コミュニティでの貢献を可視化するソーシャルトークン自動配布システムを導入。
https://prtimes.jp/main/html/rd/p/000000059.000087046.html,web3コミュニティ活動をNFTで証明、新時代のキャリア形成をサポート,2023-11-10,サービス,農業;Web3;NFT;キャリア,web3コミュニティでの活動実績をNFTで証明し、新時代のキャリア形成を支援するサービスを開始。
https://prtimes.jp/main/html/rd/p/000000041.000087046.html,Metagri研究所、ブロックチェーン技術を活用した農産物とNFTの新交換システムを開始,2023-06-15,サービス,農業;ブロックチェーン;NFT;交換システム,Polygonネットワーク上でソーシャルトークンと農産物NFTを交換できる新システムを開始。愛媛や新潟の農産物が対象。
https://prtimes.jp/main/html/rd/p/000000039.000087046.html,ChatGPT活用で農業が新時代へ！ 生成AI技術の活用事例を解説する特別セミナー開催,2023-06-22,セミナー,農業;ChatGPT;AI;セミナー,ChatGPTを活用した農業の新時代をテーマに、生成AI技術の活用事例を解説する特別セミナーを開催。
https://prtimes.jp/main/html/rd/p/000000037.000087046.html,AIと共創する新時代の農業戦略セミナー：『Peatixトークンゲーティング』を採用しNFTホルダーに特別な体験を提供,2023-05-30,セミナー,農業;AI;NFT;トークンゲーティング,NFTホルダー向けに特別な体験を提供するセミナーを開催。Peatixトークンゲーティング機能を採用。
https://prtimes.jp/main/html/rd/p/000000035.000087046.html,生成AIが農業を変える！ 「農業×生成AI」ビジネス指南書『AIと共創する新時代の農業戦略』発売！,2023-05-15,出版,農業;AI;書籍;ビジネス,生成AIを活用した農業ビジネスの指南書『AIと共創する新時代の農業戦略』を発売。
https://prtimes.jp/main/html/rd/p/000000034.000087046.html,AIと共創する新時代の農業戦略：Metagriシリーズ第5弾「AI編」の予約販売開始,2023-05-10,出版,農業;AI;書籍;予約,Metagriシリーズ第5弾となる「AI編」の予約販売を開始。農業とAIの共創をテーマに解説。
https://prtimes.jp/main/html/rd/p/000000024.000087046.html,1月15日は「いちごの日」！ なかはた農園とのコラボ企画で「いちごNFT」を115点限定で発売！,2023-01-15,商品,農業;NFT;いちご;限定,1月15日のいちごの日を記念し、なかはた農園とコラボして115点限定のいちごNFTを発売。
https://prtimes.jp/main/html/rd/p/000000022.000087046.html,【1/22 セミナー開催】地方創生×NFTの可能性～NFTは目的ではなく手段～,2023-01-15,セミナー,地方創生;NFT;セミナー;可能性,1月22日に地方創生とNFTの可能性をテーマにしたセミナーを開催。NFTを手段として活用する方法を解説。
https://prtimes.jp/main/html/rd/p/000000016.000087046.html,【出版1周年記念企画】「農業×NFT」のアイディア本『農業の常識を超越する「Metagri」』をKindleストアで無料販売開始！,2023-01-10,キャンペーン,農業;NFT;書籍;無料,出版1周年を記念して『農業の常識を超越する「Metagri」』をKindleストアで無料販売。
https://prtimes.jp/main/html/rd/p/000000013.000087046.html,【旬のスイカNFT解禁】 食べても不滅のNFTが付いてくる！？ スイカとNFTセットのパブリックセール開始！,2022-07-15,商品,農業;NFT;スイカ;限定,旬のスイカと不滅のNFTをセットにしたパブリックセールを開始。ブロックチェーン技術で持続可能な農業を支援。
https://prtimes.jp/main/html/rd/p/000000012.000087046.html,【次世代電子書籍】読者と共に創り上げる100冊限定の未完成本をNFTで予約販売開始！,2022-05-20,出版,NFT;電子書籍;限定;共創,読者と共に創る未完成本を100冊限定でNFT形式で予約販売。OpenSeaマーケットプレイスで展開。
https://prtimes.jp/main/html/rd/p/000000010.000087046.html,世界中で「農コード革命」を巻き起こし、未来永劫つづく〝持続可能な農業〟を実現する！,2022-04-01,出版,農業;ノーコード;革命;書籍,スマート農業にプログラミング不要の時代を実現する「農コード革命」をテーマにした書籍を発売。価格500円。
https://prtimes.jp/main/html/rd/p/000000009.000087046.html,【日本初】「農業×Web3」で農業をアップデート！ ブロックチェーン・メタバース・NFTを農業に掛け合わせる実証実験コミュニティ「Metagri研究所」始動,2022-03-15,コミュニティ,農業;Web3;ブロックチェーン;メタバース,日本初となる「農業×Web3」の実証実験コミュニティ「Metagri研究所」を始動。2022年3月に5名でスタート。
https://prtimes.jp/main/html/rd/p/000000006.000087046.html,【史上初】「農業×NFT」のアイデア本『農業の常識を超越する「Metagri」』をKindleストアにて配信開始！,2022-01-10,出版,農業;NFT;書籍;Kindle,史上初となる「農業×NFT」をテーマにしたアイデア本『Metagri』をKindleストアで配信開始。
https://prtimes.jp/main/html/rd/p/000000005.000087046.html,【年間１組限定】完全無料で「農業」×「ＩＴ」×「エンタメ」のキーワードで農業ブランディングサービスを提供します。,2021-12-15,サービス,農業;IT;エンタメ;ブランディング,年間1組限定で農業×IT×エンタメをキーワードにした農業ブランディングサービスを完全無料で提供。
https://www.atpress.ne.jp/news/443774,【業界初】「Vibe Coding」推奨の 農業AIハッカソン2025本格始動,2025-07-25,イベント,農業;AI;ハッカソン;Vibe Coding,業界初となるVibe Coding（AI対話型開発）を推奨する農業AIハッカソン2025を本格始動。生成AIで農業課題を解決。
https://www.atpress.ne.jp/news/443682,動画生成AIで描く「100年後の農業」の未来像33作品が集結 『AGRI VISION 2125』にてコミュニティ投票を開始！,2025-07-20,イベント,農業;AI;動画生成;投票,動画生成AIで100年後の農業を描いた33作品が集結。AGRI VISION 2125でコミュニティ投票を開始。
https://www.atpress.ne.jp/news/336534,農業×NFT『シンNFT戦略 最強のアイディア図鑑』発売記念の「秋の書店へ行こう企画」を11月25日より開催,2022-11-25,キャンペーン,農業;NFT;書籍;書店,シンNFT戦略書籍の発売を記念し、「秋の書店へ行こう企画」を11月25日より開催。
https://www.atpress.ne.jp/news/325638,＜旬のシャインマスカット＞食べても残るNFTが付いてくる！34点限定のシャイマスカットNFTを9月10日発売,2022-09-10,商品,農業;NFT;シャインマスカット;限定,34点限定のシャインマスカットNFT「MetagriLabo Muscat Collection」を9月10日に発売。長野県のフルプロとコラボ。シャインマスカット誕生34周年記念。
https://prtimes.jp/main/html/rd/p/000000168.000087046.html,AI活用で「稼げる米農業」へ。米農家向け無料AIコンサルを提供,2025-10-15,サービス,農業;AI;米;コンサルティング,米農家向けにAIを活用した無料コンサルティングサービスを提供。稼げる米農業の実現を支援。
https://prtimes.jp/main/html/rd/p/000000154.000087046.html,農業のリアルな課題をAIで解決！「農業AIハッカソン2025」で生まれたプロトタイプが早くも社会実装へ,2025-09-05,実績報告,農業;AI;ハッカソン;社会実装,農業AIハッカソン2025で開発されたプロトタイプが早くも社会実装へ。AIによる農業課題解決の具体的な成果を報告。
https://prtimes.jp/main/html/rd/p/000000136.000087046.html,【こどもの日企画】キミのアイデアがゲームになる！未来の農業を一緒に作ろう！,2025-05-05,イベント,農業;ゲーム;子ども;メタバース,こどもの日企画として、子どものアイデアを農業メタバースゲームに反映させる企画を実施。未来の農業を一緒に作る。
https://prtimes.jp/main/html/rd/p/000000114.000087046.html,Metagri研究所、2025年度インターン生募集開始,2025-01-15,採用,農業;Web3;インターン;募集,Metagri研究所が2025年度のインターン生募集を開始。農業×Web3の実践的な経験を積める機会を提供。
https://prtimes.jp/main/html/rd/p/000000076.000087046.html,Metagri研究所、トークンエコノミーで農業イノベーションを加速,2024-05-20,サービス,農業;トークンエコノミー;Web3;イノベーション,トークンエコノミーを活用して農業イノベーションを加速。新しい農業経済圏の構築を目指す。
https://prtimes.jp/main/html/rd/p/000000052.000087046.html,農家と消費者の壁を取り払う、農業web3コミュニティ主導の経済圏構想,2023-11-01,ビジョン,農業;Web3;コミュニティ;経済圏,農家と消費者の壁を取り払い、農業web3コミュニティが主導する新しい経済圏構想を発表。
https://prtimes.jp/main/html/rd/p/000000020.000087046.html,【お正月特別企画】「農業×DeFi」のアイディア本『これからの資金調達は「農業×DeFi＝FarmFi」をKindleストアにて三が日限定で無料販売実施！,2023-01-01,キャンペーン,農業;DeFi;書籍;無料,お正月特別企画として「農業×DeFi＝FarmFi」をテーマにした書籍を三が日限定で無料販売。新しい資金調達モデルを提案。
https://prtimes.jp/main/html/rd/p/000000043.000087046.html,価格を決めるのはあなた！ NFT体験型農園プロジェクト、『値段を決めてイーサ』始動,2023-08-10,プロジェクト,農業;NFT;体験型;価格決定,消費者が価格を決められるNFT体験型農園プロジェクト「値段を決めてイーサ」を始動。新しい農業ビジネスモデルを提案。
https://prtimes.jp/main/html/rd/p/000000027.000087046.html,【3日間限定】「農業×ノーコード」の実践書『農コード革命～スマート農業にプログラミングは不要の時代～』をKindleストアで無料販売開始！,2023-04-05,キャンペーン,農業;ノーコード;書籍;無料,農業×ノーコードの実践書を3日間限定で無料販売。プログラミング不要のスマート農業を提案。
https://prtimes.jp/main/html/rd/p/000000164.000087046.html,【DAO実用化の道筋を示す】合同会社・株式会社とDAOの組み合わせ事例を徹底解説したweb3リサーチペーパーを無料公開,2025-10-08,レポート,DAO;Web3;リサーチ;無料,合同会社や株式会社とDAOを組み合わせた事例を徹底解説したリサーチペーパーを無料公開。DAO実用化の具体的な道筋を示す。
https://prtimes.jp/main/html/rd/p/000000163.000087046.html,Z世代が地域を変える。「地域課題×AIハッカソン」、全国自治体との共創モデル展開へ,2025-10-07,イベント,地域創生;AI;ハッカソン;Z世代,Z世代が中心となって地域課題をAIで解決するハッカソンを全国の自治体と共創展開。新しい地域創生モデルを提案。
https://prtimes.jp/main/html/rd/p/000000152.000087046.html,未来の農業ゲームの種、決定！こどもの日企画「農業ゲームアイデア畑」最優秀賞発表！,2025-05-10,イベント,農業;ゲーム;子ども;受賞,こどもの日企画「農業ゲームアイデア畑」の最優秀賞を発表。子どものアイデアが未来の農業ゲームに実装される。
https://prtimes.jp/main/html/rd/p/000000144.000087046.html,農業メタバースコンテスト第3弾！AIで描く「未来の高山植物」デザインコンテスト開催,2025-05-15,イベント,農業;メタバース;AI;デザイン,農業メタバースコンテスト第3弾として、AIで未来の高山植物をデザインするコンテストを開催。
https://prtimes.jp/main/html/rd/p/000000139.000087046.html,自慢の農産物を世界へ発信！ 農業ゲーム「未来の農業シミュレーター」が協力農家を募集開始,2025-05-12,募集,農業;ゲーム;メタバース;募集,農業ゲーム「未来の農業シミュレーター」で、自慢の農産物を世界に発信できる協力農家の募集を開始。
